commune,region,federation,total,F - 1 à 4 ans,F - 5 à 9 ans,F - 10 à 14 ans,F - 15 à 19 ans,F - 20 à 24 ans,F - 25 à 29 ans,F - 30 à 34 ans,F - 35 à 39 ans,F - 40 à 44 ans,F - 45 à 49 ans,F - 50 à 54 ans,F - 55 à 59 ans,F - 60 à 64 ans,F - 65 à 69 ans,F - 70 à 74 ans,F - 75 à 79 ans,F - 80 à 99 ans,F - NR,H - 1 à 4 ans,H - 5 à 9 ans,H - 10 à 14 ans,H - 15 à 19 ans,H - 20 à 24 ans,H - 25 à 29 ans,H - 30 à 34 ans,H - 35 à 39 ans,H - 40 à 44 ans,H - 45 à 49 ans,H - 50 à 54 ans,H - 55 à 59 ans,H - 60 à 64 ans,H - 65 à 69 ans,H - 70 à 74 ans,H - 75 à 79 ans,H - 80 à 99 ans,H - NR,sport,h_count,f_count
ambérieu-en-bugey,auvergne-rhône-alpes,ff de vol en planeur,20,0,0,0,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,0,2,2,0,0,0,0,0,0,Vol en planeur,13,7
ambérieu-en-bugey,auvergne-rhône-alpes,ff de vol libre,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Vol libre (parapente, deltaplane...)",1,1
ambérieu-en-bugey,auvergne-rhône-alpes,"ff de kick boxing, muay thaï et da",61,2,10,11,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,7,10,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,"Kick boxing, muay thaï et disciplines associées",33,28
ambérieu-en-bugey,auvergne-rhône-alpes,ff de flying disc,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,"Flying disc (ultimate, disc golf...)",3,3
ambérieu-en-bugey,auvergne-rhône-alpes,ff des pêches sportives,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,Pêches sportives,4,0
ambérieu-en-bugey,auvergne-rhône-alpes,f de voitures radio commandées,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Voitures radio-commandées,2,0
ambérieu-en-bugey,auvergne-rhône-alpes,f des sports et loisirs canins,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sports et loisirs canins,0,1
ambérieu-en-bugey,auvergne-rhône-alpes,ff des clubs alpins et de montagne,12,0,0,0,1,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,Alpinisme et activités de montagne,5,7
ambérieu-en-bugey,auvergne-rhône-alpes,ff d'éducation physique et de gymnastique volontaire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Éducation physique et gymnastique volontaire,0,1
ambérieu-en-bugey,auvergne-rhône-alpes,ff sports pour tous,16,0,0,0,0,0,0,0,0,0,0,2,0,2,4,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,Sport pour tous,5,11
ambérieu-en-bugey,auvergne-rhône-alpes,ff de la retraite sportive,186,0,0,0,0,0,0,0,0,0,0,0,3,20,53,32,22,9,0,0,0,0,0,0,0,0,0,0,0,0,2,6,15,14,6,4,0,Sport pour les seniors (retraite sportive),47,139
ambérieu-en-bugey,auvergne-rhône-alpes,f nationale du sport en milieu rural,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sport en milieu rural,0,1
ambérieu-en-bugey,auvergne-rhône-alpes,f sportive et gymnique du travail,16,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,2,0,3,0,0,0,0,Sport et gymnastique du travail,11,5
ambérieu-en-bugey,auvergne-rhône-alpes,union française des œuvres laïques d'éducation physique (ufolep),111,23,25,5,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14,27,8,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,Multisports et éducation physique laïque,54,57
ambérieu-en-bugey,auvergne-rhône-alpes,ff du sport d'entreprise,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sport en entreprise,1,0
ambérieu-en-bugey,auvergne-rhône-alpes,f sportive des asptt,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,1,4,0,Sports multisports des ASPTT,12,2
ambérieu-en-bugey,auvergne-rhône-alpes,ff handisport,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Handisport,1,1
ambérieu-en-bugey,auvergne-rhône-alpes,ff du sport adapté,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,Sport adapté (personnes en situation de handicap mental),3,1
